host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,percentage_aval_30,has_shampoo,has_kitchen,has_heating,has_air conditioning,has_smoke alarm,has_essentials,has_iron,has_free parking on premises,has_hangers,has_hair dryer,has_washer,has_long term stays allowed,has_wifi,entire_space
0,1.0,1.0,1,1,30.25897,-97.73101,5,2.0,2.0,325.0,3,12,3.0,3.0,12.0,12.0,3.0,12.0,0,0,0,0,,,,,,,,0,1,,0.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
0,1.0,1.0,1,0,30.29772,-97.7432,4,1.0,2.0,154.0,2,180,2.0,3.0,180.0,180.0,2.0,180.0,1,135,21,2,4.91,4.95,4.92,4.99,4.93,4.93,4.86,0,1,2.0,0.13333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.30493,-97.73389,2,1.0,1.0,167.0,2,9,2.0,5.0,8.0,1125.0,2.4,816.9,1,173,35,3,4.97,4.97,4.99,5.0,4.99,4.96,4.92,0,1,2.56,0.13333333333333333,1,1,1,1,1,1,0,0,1,1,0,0,0,1
1,8.0,8.0,1,1,30.35655,-97.70766,1,1.0,1.0,138.0,1,10,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,342,0,0,4.93,4.97,4.92,4.96,4.97,4.78,4.94,1,5,5.09,0.13333333333333333,1,0,1,1,1,1,1,0,1,1,0,0,1,0
1,1.0,1.0,1,1,30.23804,-97.74278,2,1.0,1.0,124.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,24,0,0,4.96,5.0,4.96,5.0,5.0,4.92,4.96,0,1,0.36,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,5.0,5.0,1,1,30.25777,-97.78803,7,3.0,4.0,941.0,3,60,3.0,4.0,1125.0,1125.0,3.2,1125.0,1,48,27,3,4.79,4.79,4.69,4.89,4.83,4.96,4.72,1,4,0.72,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.23713,-97.73226,12,4.0,5.0,373.0,3,13,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,42,0,0,4.95,4.98,4.9,4.98,4.9,4.9,4.83,1,1,0.63,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1.0,1.0,1,1,30.25261,-97.72979,4,2.0,2.0,385.0,2,12,2.0,2.0,12.0,12.0,2.0,12.0,1,126,18,2,5.0,5.0,4.98,5.0,4.99,4.97,4.89,0,1,1.9,0.3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,84.0,84.0,1,1,30.32197,-97.72521,2,1.0,1.0,41.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,2,0,0,5.0,4.5,3.5,5.0,5.0,4.5,4.0,0,78,0.03,0.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
1,1.0,1.0,1,1,30.31207,-97.71189,6,2.0,2.0,250.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,148,19,0,4.99,5.0,4.97,4.97,4.97,4.86,4.94,1,1,2.23,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.29054,-97.69507,8,4.0,4.0,400.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,1,29,0,0,4.86,4.97,4.83,4.9,4.97,4.86,4.93,0,1,0.45,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,0,30.30344,-97.71781,3,1.0,2.0,92.0,1,7,1.0,1.0,7.0,7.0,1.0,7.0,1,19,0,0,4.95,5.0,5.0,4.95,5.0,4.79,4.95,0,1,0.28,0.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0
0,2.0,2.0,1,1,30.27086,-97.71424,4,3.0,3.0,1200.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,0,1,,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
0,84.0,84.0,1,1,30.31856,-97.73105,1,1.0,1.0,17.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,17,3,0,5.0,5.0,4.82,5.0,4.94,4.94,4.88,0,78,0.26,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1.0,1.0,1,1,30.38452,-97.92204,8,4.0,7.0,718.0,3,7,3.0,3.0,7.0,7.0,3.0,7.0,1,129,17,0,4.88,4.96,4.94,4.96,4.95,4.88,4.8,0,1,1.92,0.23333333333333334,0,0,1,1,1,0,1,1,0,1,1,0,1,1
0,84.0,84.0,1,1,30.31877,-97.73093,1,1.0,1.0,17.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,20,2,1,4.45,4.55,4.05,4.7,4.85,4.8,4.6,0,78,0.3,0.06666666666666667,0,1,1,1,1,1,1,1,1,0,1,1,1,0
0,1.0,1.0,1,1,30.31383,-97.72241,4,2.0,2.0,76.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,18,0,0,5.0,5.0,5.0,5.0,5.0,4.82,4.94,0,1,0.29,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,14.0,14.0,1,1,30.27234,-97.75533,2,1.0,1.0,168.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,398,69,4,4.85,4.92,4.83,4.98,4.93,4.94,4.83,1,8,5.9,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6.0,6.0,1,1,30.31626,-97.6674,7,3.0,3.0,277.0,3,1125,1.0,3.0,1125.0,1125.0,1.6,1125.0,1,16,16,0,5.0,5.0,5.0,4.94,5.0,4.81,5.0,0,5,2.31,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.20917,-97.76735,1,1.0,1.0,56.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,0,2,,0.0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
0,1.0,1.0,1,1,30.25628,-97.75174,3,1.0,2.0,250.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.03,0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.21115,-97.76091,2,1.0,,99.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,17,0,0,4.88,4.94,4.76,5.0,4.94,4.69,4.69,1,2,0.26,0.43333333333333335,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,3.0,3.0,1,1,30.37659,-97.76979,4,2.0,2.0,417.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,28,14,0,5.0,5.0,5.0,5.0,5.0,4.93,4.89,0,1,1.42,0.06666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.26544,-97.69567,2,1.0,1.0,31.0,2,17,2.0,2.0,17.0,17.0,2.0,17.0,0,29,0,0,4.97,5.0,5.0,5.0,5.0,4.66,4.89,0,2,0.43,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
0,26.0,26.0,1,0,30.24847,-97.78017,8,5.0,4.0,1730.0,2,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,1,40,3,1,4.98,4.93,4.98,4.93,4.95,4.93,4.75,0,21,0.59,0.13333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,6.0,6.0,1,1,30.28148,-97.70155,2,1.0,1.0,125.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,1,10,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,5,0.15,0.0,1,1,1,1,1,1,0,1,0,1,1,0,1,0
0,4.0,4.0,1,1,30.25216,-97.72413,2,1.0,1.0,150.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,15,0,0,4.93,4.93,4.86,5.0,5.0,5.0,4.79,0,4,0.22,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,1.0,1.0,1,1,30.2585,-97.73887,4,1.0,1.0,182.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,1,129,0,0,4.81,4.83,4.89,4.68,4.75,4.98,4.89,0,1,1.91,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.25426,-97.70987,2,1.0,1.0,75.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,1,61,0,0,5.0,5.0,5.0,5.0,4.98,4.95,4.9,0,1,0.92,0.0,1,0,1,1,1,1,1,0,1,1,0,0,1,0
0,6.0,6.0,1,1,30.28299,-97.70099,2,1.0,1.0,85.0,1,5,1.0,2.0,5.0,5.0,1.3,5.0,1,22,0,0,5.0,5.0,5.0,5.0,5.0,4.91,5.0,1,5,0.32,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1,1.0,1.0,1,1,30.27034,-97.69428,3,,1.0,164.0,2,31,2.0,3.0,1125.0,1125.0,2.7,1125.0,1,398,78,4,4.86,4.92,4.86,4.97,4.96,4.73,4.89,1,1,5.88,0.13333333333333333,1,1,1,1,1,1,1,0,1,1,0,1,0,1
1,10.0,10.0,1,0,30.33605,-97.73007,7,3.0,4.0,420.0,45,999,5.0,45.0,999.0,999.0,43.4,999.0,1,62,5,1,4.94,4.98,4.95,4.98,5.0,4.88,4.81,0,14,0.93,0.16666666666666666,1,1,0,0,1,1,1,1,1,1,0,1,1,1
0,1.0,1.0,1,1,30.46987,-97.77994,5,3.0,3.0,157.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,1,25,3,0,4.29,4.83,4.0,4.91,4.88,4.83,4.74,1,1,0.39,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1.0,1.0,1,1,30.35218,-97.73182,5,2.0,2.0,300.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,,,,,,,,0,1,,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1.0,1.0,1,1,30.46255,-97.68144,6,3.0,3.0,128.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,58,4,0,4.48,4.74,4.28,4.97,4.93,4.84,4.66,1,1,0.88,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2.0,2.0,1,1,30.29017,-97.72153,4,2.0,2.0,221.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,119,41,4,4.98,4.95,4.97,4.97,4.97,4.93,4.89,0,2,1.77,0.4666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.30563,-97.72351,6,2.0,2.0,100.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,7,0,0,4.86,4.86,4.71,5.0,5.0,5.0,4.86,0,2,0.11,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,5.0,5.0,1,1,30.27495,-97.72373,10,3.0,3.0,306.0,1,1125,1.0,2.0,2.0,1125.0,2.0,1008.4,1,191,24,3,4.91,4.96,4.87,4.88,4.91,4.8,4.83,0,2,2.84,0.7666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2.0,2.0,1,1,30.32163,-97.68371,6,2.0,3.0,382.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,286,43,1,4.9,4.91,4.88,4.98,4.97,4.69,4.85,1,3,4.28,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.30122,-97.75011,4,2.0,2.0,230.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,1,62,9,2,4.93,4.98,4.92,5.0,5.0,4.95,4.93,0,1,1.0,0.3,1,1,0,1,1,1,1,0,1,1,0,0,1,0
0,1.0,1.0,1,1,30.28832,-97.78115,2,1.0,1.0,150.0,43,43,43.0,43.0,43.0,43.0,43.0,43.0,0,0,0,0,,,,,,,,0,1,,0.0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
0,1.0,1.0,1,1,30.24569,-97.75169,3,1.0,1.0,139.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,46,0,0,4.83,5.0,4.89,4.93,5.0,4.98,4.78,1,1,0.69,0.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1.0,1.0,1,1,30.32089,-97.74201,6,2.0,3.0,232.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,68,13,2,4.79,4.87,4.79,4.9,4.88,5.0,4.85,0,1,1.27,0.1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,2.0,2.0,1,0,30.34954,-97.85749,2,1.0,1.0,89.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,60,23,4,4.75,4.64,4.75,4.97,4.98,4.68,4.6,1,2,0.91,0.36666666666666664,1,1,0,0,1,1,0,1,1,1,1,1,1,0
1,3.0,3.0,1,1,30.27776,-97.6764,2,1.0,2.0,101.0,1,1124,1.0,2.0,1124.0,1124.0,1.1,1124.0,1,121,5,1,4.74,4.82,4.76,4.96,4.97,4.66,4.69,0,3,1.8,0.5666666666666667,1,1,1,1,0,1,0,1,0,0,0,1,1,0
0,2.0,2.0,1,1,30.21797,-97.77865,1,1.0,1.0,75.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,1,0,0,0,,,,,,,,0,2,,0.0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
0,1.0,1.0,1,1,30.24583,-97.78117,6,2.0,3.0,199.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,4,0,0,4.75,5.0,4.25,5.0,5.0,5.0,5.0,1,1,0.12,0.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
0,1.0,1.0,1,1,30.238,-97.7246,4,1.0,1.0,89.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1,0.02,0.0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
1,1.0,1.0,1,1,30.27208,-97.71797,3,1.0,2.0,149.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,61,0,0,4.92,4.95,4.95,4.81,4.85,4.68,4.83,0,1,0.91,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.36968,-97.66393,9,4.0,8.0,470.0,3,1125,2.0,3.0,1125.0,1125.0,2.4,1125.0,1,245,76,4,4.96,4.98,4.91,4.99,5.0,4.85,4.92,1,1,3.63,0.03333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,0,30.32113,-97.74278,2,,1.0,224.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,70,24,4,4.99,5.0,5.0,5.0,4.96,5.0,5.0,1,1,2.06,0.13333333333333333,0,0,1,1,1,0,1,0,0,1,0,0,1,1
0,1.0,1.0,1,1,30.37776,-97.74411,2,1.0,1.0,250.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.04,0.36666666666666664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.31206,-97.70166,2,1.0,1.0,107.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,229,61,4,4.98,4.99,4.98,5.0,5.0,4.88,4.91,0,1,3.76,0.3333333333333333,1,0,1,1,1,1,1,0,1,1,0,1,0,1
0,1.0,1.0,1,1,30.3293,-97.72524,4,1.0,1.0,45.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,7,0,0,5.0,5.0,4.86,5.0,5.0,4.86,5.0,0,1,0.1,0.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
0,2.0,2.0,1,1,30.30055,-97.72966,2,1.0,1.0,60.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,5,1,0,5.0,3.8,4.2,4.2,4.2,4.2,4.0,0,1,0.09,0.2,0,0,1,1,1,1,1,0,1,0,0,1,1,1
1,5.0,5.0,1,1,30.2268,-97.75255,6,2.0,4.0,299.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,431,61,4,4.83,4.91,4.9,4.96,4.92,4.84,4.81,1,5,6.42,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6.0,6.0,1,1,30.24643,-97.75744,2,1.0,1.0,125.0,28,120,28.0,28.0,120.0,120.0,28.0,120.0,1,35,10,1,4.94,4.92,4.92,5.0,5.0,5.0,4.92,0,2,0.54,0.03333333333333333,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,1.0,1.0,1,1,30.25486,-97.76249,3,1.0,1.0,170.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,0,5,0,0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0,1,0.07,0.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
1,5.0,5.0,1,1,30.22746,-97.78577,4,3.0,3.0,187.0,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,73,6,0,4.95,4.97,4.96,5.0,4.96,4.88,4.89,0,6,1.09,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.28164,-97.77036,4,1.0,1.0,200.0,3,45,2.0,3.0,1125.0,1125.0,2.7,1125.0,1,108,25,2,4.94,4.98,4.97,4.99,5.0,4.98,4.88,0,1,1.64,0.43333333333333335,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1.0,1.0,1,1,30.23793,-97.78318,2,1.0,1.0,130.0,150,1125,150.0,150.0,1125.0,1125.0,150.0,1125.0,1,22,0,0,4.71,4.81,4.57,4.89,4.71,4.84,4.53,0,1,0.33,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,0.0,0.0,1,1,30.44704,-97.75845,6,3.0,3.0,299.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,47,7,1,4.81,4.89,4.79,4.94,4.98,4.98,4.77,0,1,1.54,0.13333333333333333,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,16.0,16.0,1,1,30.29397,-97.71622,6,3.0,3.0,744.0,2,8,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,37,35,0,4.95,5.0,4.92,5.0,5.0,4.95,4.92,0,2,1.49,0.0,0,1,0,0,1,1,1,0,1,1,0,0,1,1
0,2.0,2.0,1,1,30.25934,-97.73236,2,1.0,1.0,250.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,5,2,0,4.4,4.6,4.6,5.0,5.0,5.0,4.6,0,2,0.08,0.0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
0,1.0,1.0,1,1,30.23861,-97.77593,8,3.0,3.0,550.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,43,0,0,4.95,4.98,4.95,4.98,4.98,4.85,4.9,0,1,0.64,0.0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
0,1.0,1.0,1,1,30.35938,-97.98551,6,4.0,5.0,199.0,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0,1,38,2,0,4.75,4.81,4.64,4.97,4.86,4.92,4.83,0,1,0.57,0.0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
1,1.0,1.0,1,1,30.19182,-97.78084,4,1.0,1.0,160.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,1,52,24,2,5.0,5.0,4.98,5.0,5.0,4.92,4.92,0,1,0.79,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,3.0,3.0,1,1,30.233,-97.74719,2,1.0,1.0,72.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,146,28,3,4.8,4.9,4.86,4.98,4.95,4.77,4.76,0,3,2.19,0.43333333333333335,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1,1.0,1.0,1,1,30.25281,-97.71843,2,1.0,1.0,280.0,3,29,3.0,3.0,29.0,29.0,3.0,29.0,1,80,0,0,4.99,4.98,4.9,4.99,4.99,4.96,4.94,0,1,1.2,0.06666666666666667,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1,1.0,1.0,1,1,30.30851,-97.73295,6,2.0,2.0,204.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,67,18,1,4.98,4.97,4.98,4.92,4.91,4.91,4.89,0,1,1.01,0.3,0,1,0,0,1,1,1,0,1,1,0,1,1,1
1,1.0,1.0,1,1,30.2432,-97.73195,4,1.0,2.0,99.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,58,0,0,4.88,4.93,4.97,5.0,4.98,4.79,4.86,0,1,0.86,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2.0,2.0,1,0,30.20816,-97.78566,2,1.0,1.0,40.0,31,364,31.0,31.0,364.0,364.0,31.0,364.0,1,10,0,0,5.0,5.0,4.78,5.0,5.0,4.78,5.0,0,1,0.15,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1,3.0,3.0,1,1,30.28443,-97.76887,10,4.0,6.0,1595.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,1,41,5,0,4.98,4.98,4.93,4.95,5.0,4.98,4.9,0,1,0.67,0.03333333333333333,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1,1.0,1.0,1,1,30.30647,-97.69503,2,1.0,1.0,104.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,1,79,7,1,4.97,4.99,4.82,5.0,4.99,4.82,4.9,0,1,1.47,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,2.0,2.0,1,1,30.23642,-97.73067,2,,1.0,102.0,29,85,29.0,29.0,85.0,85.0,29.0,85.0,1,62,2,0,4.73,4.89,4.76,4.9,4.92,4.57,4.78,0,1,0.94,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.22317,-97.73513,4,2.0,2.0,95.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,60,0,0,4.85,4.88,4.78,4.98,4.95,4.82,4.92,0,1,0.92,0.36666666666666664,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1.0,1.0,1,1,30.34234,-97.7819,2,1.0,1.0,125.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,57,11,1,4.96,4.95,5.0,4.98,4.96,4.94,4.93,0,1,0.86,0.6333333333333333,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1,3.0,3.0,1,1,30.25107,-97.72333,12,5.0,10.0,1775.0,1,1125,1.0,4.0,20.0,1125.0,1.3,1009.0,1,100,23,2,4.94,4.97,4.93,5.0,4.98,4.97,4.8,0,3,1.51,0.43333333333333335,0,0,1,1,1,0,1,1,0,1,1,0,1,1
1,2.0,2.0,1,1,30.23106,-97.69233,1,1.0,1.0,94.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,266,68,4,4.89,4.93,4.91,4.97,4.94,4.73,4.86,1,2,4.0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1.0,1.0,1,1,30.17499,-97.84135,2,1.0,1.0,85.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,46,0,0,4.78,4.93,4.82,4.98,5.0,4.77,4.93,1,2,0.69,0.03333333333333333,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1,1.0,1.0,1,1,30.32754,-97.71879,6,2.0,3.0,162.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,109,42,4,4.95,4.94,4.88,5.0,5.0,4.88,4.89,0,1,2.92,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,0,30.23586,-97.76334,6,3.0,3.0,600.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,148,27,2,4.92,4.97,4.9,4.96,4.92,4.91,4.88,0,1,2.25,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2.0,2.0,1,0,30.30028,-97.84164,6,3.0,3.0,342.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,96,19,2,4.84,4.74,4.85,4.98,4.92,4.85,4.78,1,3,1.47,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3.0,3.0,1,1,30.25875,-97.76699,4,2.0,2.0,414.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,180,21,0,4.99,4.98,5.0,4.98,5.0,4.96,4.94,0,1,2.71,0.1,0,0,1,1,1,0,1,1,0,1,1,0,1,1
1,1.0,1.0,1,1,30.17897,-97.81792,8,3.0,3.0,138.0,2,10,2.0,2.0,10.0,10.0,2.0,10.0,1,65,3,0,4.92,4.91,4.98,4.95,4.98,4.78,4.91,1,1,0.98,0.5666666666666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1,1.0,1.0,1,1,30.16743,-97.76967,2,1.0,1.0,79.0,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,86,7,0,4.98,4.98,4.98,5.0,5.0,4.9,4.89,0,1,1.28,0.0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
0,1.0,1.0,1,1,30.25269,-97.79108,2,1.0,1.0,144.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,74,20,0,4.93,4.95,4.96,5.0,4.99,4.99,4.88,1,1,1.12,0.13333333333333333,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1.0,1.0,1,1,30.21942,-97.70468,4,2.0,2.0,200.0,2,5,2.0,2.0,5.0,5.0,2.0,5.0,0,1,0,0,5.0,5.0,5.0,,5.0,,,0,1,0.02,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1.0,1.0,1,1,30.36915,-97.74594,5,2.0,2.0,57.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,0,22,0,0,4.35,4.55,4.3,4.8,4.8,4.63,4.74,0,1,0.33,0.0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1,2.0,2.0,1,1,30.26087,-97.7695,2,1.0,1.0,64.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,77,0,0,4.99,4.99,4.97,4.99,4.96,4.95,4.91,0,2,1.48,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1.0,1.0,1,1,30.21364,-97.77634,4,2.0,2.0,296.0,2,4,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,45,11,1,5.0,4.98,5.0,4.98,5.0,4.91,4.98,1,1,0.82,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1.0,1.0,1,1,30.24339,-97.75737,10,1.0,4.0,1700.0,1,3,1.0,1.0,3.0,3.0,1.0,3.0,0,0,0,0,,,,,,,,0,1,,0.0,0,1,0,1,1,0,0,1,0,0,1,0,1,0
0,1.0,1.0,1,1,30.25969,-97.7889,4,2.0,2.0,200.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,5,0,0,4.8,4.6,4.6,5.0,5.0,4.75,4.5,1,1,0.07,0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
